"taxon.name","class"
"Coelospermum paniculatum",NA
"Homaloceraea scabriusculus","Insecta"
"Dobsonia beauforti","Mammalia"
"Xyris operculata","Liliopsida"
"Sphagnum novo-zelandicum","Sphagnopsida"
"Monodonta australis",NA
"Charaxes madagascariensis",NA
"Melinoessa catenata",NA
"Calendulauda alopex",NA
"Codonorhiza falcata","Liliopsida"
"Candonopsis tenuis",NA
"Hibiscus brachychlaenus",NA
"Nama sandwicensis",NA
"Lyncina sulcidentata",NA
"Calcinus laurentae",NA
"Labordia hedyosmifolia",NA
"Octopus hawaiiensis",NA
"Dendrophidion vinitor","Reptilia"
"Dahlia rudis",NA
"Dichopetala mexicana","Insecta"
"Atropoides olmec",NA
"Tylomys nudicaudus",NA
"Oxalis jacquiniana",NA
"Melampodium nutans","Magnoliopsida"
"Harengula thrissina",NA
"Verbesina coulteri",NA
"Tillandsia jaliscomonticola",NA
"Minuca vocator",NA
"Peperomia consoquitlana",NA
"Oreopanax arcanus",NA
"Atagema alba",NA
"Melanoplus discolor",NA
"Tetragonocephala flava","Insecta"
"Dichorda consequaria",NA
"Aneflus prolixus",NA
"Croton coryi",NA
"Phyllopalpus caeruleus",NA
"Poecilanthrax autumnalis",NA
"Oxyporus vittatus","Insecta"
"Dioryctria taedivorella","Insecta"
"Spiranthes niklasii","Liliopsida"
"Cinnamomum tonduzii",NA
"Disterigma staphelioides","Magnoliopsida"
"Barrona williamsi","Arachnida"
"Elleanthus lancifolius","Liliopsida"
"Nototriton nelsoni",NA
"Nototriton mime",NA
"Phrynus maesi",NA
"Craugastor lauraster",NA
"Plectrohyla guatemalensis",NA
"Nototriton barbouri",NA
"Anolis pijolense",NA
"Bolitoglossa porrasorum",NA
"Ninia espinali","Reptilia"
"Duellmanohyla salvadorensis",NA
"Clavelina picta",NA
"Charidotella praeusta","Insecta"
"Althos obscurator","Insecta"
"Flatormenis inferior","Insecta"
"Tricentra albiguttata",NA
"Semiothisa concisaria",NA
"Gonuris leonnatus",NA
"Rifargia cinga",NA
"Automeris godartii",NA
"Beilschmiedia alloiophylla",NA
"Ocotea insularis",NA
"Rhadinella serperaster","Reptilia"
"Lycianthes pauciflora",NA
"Urotheca decipiens",NA
"Filistatoides insignis",NA
"Acanthogryllus acus",NA
"Veloporphyrellus conicus","Agaricomycetes"
"Macrosiagon pectinata",NA
"Dalea adenopoda","Magnoliopsida"
"Clostera jocosa",NA
"Cymatophora approximaria","Insecta"
"Panorpa neglecta",NA
"Hemipeplus marginipennis",NA
"Olivella mutica",NA
"Dentalium laqueatum",NA
"Balclutha impicta","Insecta"
"Elimia clavaeformis","Gastropoda"
"Argyrotaenia floridana","Insecta"
"Cortinarius harrisonii",NA
"Acarospora moenium","Lecanoromycetes"
"Limonia duplicata",NA
"Leccinum arenicola",NA
"Geotrupes egeriei",NA
"Tanacetum annuum",NA
"Sphenopus divaricatus",NA
"Ulex erinaceus",NA
"Limonium nydeggeri",NA
"Thymelaea villosa",NA
"Metrobates hesperius",NA
"Naucoria vinicolor",NA
"Lepiota fuscosquamea","Agaricomycetes"
"Leucoagaricus flammeotinctus",NA
"Entoloma lanicum",NA
"Lepiota boudieri","Agaricomycetes"
"Gloioxanthomyces vitellinus",NA
"Leccinum griseonigrum",NA
"Blastenia crenularia",NA
"Seseli montanum","Magnoliopsida"
"Cortinarius malicorius",NA
"Tricholoma transmutans",NA
"Hygrocybe mucronella",NA
"Olgaea eriocephala",NA
"Linaria sessilis",NA
"Cicer acanthophyllum",NA
"Swertia graciliflora",NA
"Senecio olgae",NA
"Lagochilus seravschanicus",NA
"Colutea paulsenii",NA
"Cousinia horridula",NA
"Echinops maracandicus",NA
"Tristiropsis obtusangula",NA
"Corydalis fedtschenkoana",NA
"Rosa fedtschenkoana",NA
"Eriophyton rhomboideum",NA
"Solms-laubachia flabellata",NA
"Didymophysa fedtschenkoana",NA
"Jurinea algida",NA
"Anaphalis tenuissima",NA
"Delphinium oreophilum",NA
"Richteria pyrethroides",NA
"Rheum fedtschenkoi",NA
"Koenigia rumicifolia",NA
"Ziziphora pamiroalaica",NA
"Cousinia carduncelloidea",NA
"Ligularia thomsonii",NA
"Onobrychis echidna",NA
"Cousinia sarawschanica",NA
"Acantholimon velutinum",NA
"Cirsium turkestanicum",NA
"Melitaea fergana",NA
"Terminalia avicennioides","Magnoliopsida"
"Marasmius bulliardii",NA
"Dermea padi",NA
"Hymenoscyphus calyculus",NA
"Heyderia pusilla",NA
"Symphyosirinia chaerophylli",NA
"Conoplea olivacea",NA
"Geopora arenosa","Pezizomycetes"
"Biscogniauxia granmoi",NA
"Helina depuncta","Insecta"
"Pachnoda leclercqi","Insecta"
"Opilio ruzickai",NA
"Sterculia villosa",NA
"Caloptilia nobilella","Insecta"
"Dasineura oleae","Insecta"
"Aceria oleae","Arachnida"
"Vitex glabrata",NA
"Picrasma javanica",NA
"Gastrochilus dasypogon",NA
"Rubus sieboldii","Magnoliopsida"
"Harpalus eous","Insecta"
"Acis ionica","Liliopsida"
"Trachypithecus leucocephalus",NA
"Goniurosaurus luii",NA
"Meruliopsis taxicola",NA
"Caragana laeta",NA
"Clematis songarica","Magnoliopsida"
"Rosa beggeriana",NA
"Ranunculus transiliensis",NA
"Erigeron heterochaeta",NA
"Erigeron aurantiacus",NA
"Cirsium semenovii",NA
"Wrightia pubescens","Magnoliopsida"
"Euophryum confine","Insecta"
"Nosymna macrorrhyncha",NA
"Nerita maura",NA
"Leucophora personata",NA
"Armadillidium tuberculatum",NA
"Hibiscus makinoi","Magnoliopsida"
"Sardinella longiceps","Actinopterygii"
"Hexanematichthys sagor",NA
"Bhesa indica",NA
"Evergestis segetalis","Insecta"
"Polygonum polyneuron",NA
"Ischaemum anthephoroides","Liliopsida"
"Cnidium japonicum",NA
"Melanthera prostrata",NA
"Zoysia macrostachya",NA
"Talis quercella",NA
"Uhlerites debilis","Insecta"
"Bouffordia dichotoma",NA
"Plastocerus angulosus","Insecta"
"Sida subcordata","Magnoliopsida"
"Dialium cochinchinense","Magnoliopsida"
"Ostrinia quadripunctalis",NA
"Phoenicurus schisticeps","Aves"
"Malaconotus cruentus","Aves"
"Campethera nivosa","Aves"
"Ormosia travancorica",NA
"Cleidion spiciflorum",NA
"Staphylea malabarica",NA
"Sitta yunnanensis","Aves"
"Cousinia tianschanica","Magnoliopsida"
"Microhyla rubra","Amphibia"
"Neoanalthes pseudocontortalis","Insecta"
"Eulophia andamanensis",NA
"Acampe ochracea","Liliopsida"
"Vanda wightii",NA
"Raorchestes tinniens",NA
"Cnemaspis indica",NA
"Dendrochilum cobbianum","Liliopsida"
"Phaius philippinensis","Liliopsida"
"Ypsolopha parallela","Insecta"
"Osphronemus goramy","Actinopterygii"
"Dodona maculosa",NA
"Callionymus superbus",NA
"Gastromyzon ocellatus",NA
"Padenia obliquifascia","Insecta"
"Mischocyttarus metathoracicus",NA
"Othorene peggyae","Insecta"
"Laterallus xenopterus","Aves"
"Micropygia schomburgkii","Aves"
"Kunsia tomentosus",NA
"Scaralis versicolor",NA
"Blaberus parabolicus",NA
"Eomorphopus antennatus",NA
"Adiposphaerion rubrum",NA
"Eublaberus marajoara",NA
"Heteronotus nigrogiganteus",NA
"Neomyocoris arnaudi",NA
"Euryglottis oliver","Insecta"
"Pteronymia euritea",NA
"Fragum unedo","Bivalvia"
"Cryptantha linearis",NA
"Parides ascanius",NA
"Ministrymon cruenta","Insecta"
"Acanthocyclus hassleri",NA
"Fernandezia subbiflora",NA
"Amphisbaena ridleyi",NA
"Begonia radicans","Magnoliopsida"
"Xylopia brasiliensis","Magnoliopsida"
"Vacerra bonfilius",NA
"Pionopsitta pileata",NA
"Scotura venata",NA
"Passiflora acuminata",NA
"Plecturocebus pallescens",NA
"Pristimantis aureolineatus",NA
"Salobrena rubiginea",NA
"Rivula everta",NA
"Rhuda decepta",NA
"Hirpicium gazanioides","Magnoliopsida"
"Pegolettia senegalensis","Magnoliopsida"
"Stackhousia umbellata",NA
"Daviesia villifera","Magnoliopsida"
"Tetracera nordtiana","Magnoliopsida"
"Amblycirrhitus bimacula",NA
"Tricoceps obortus",NA
"Moraea gracilenta","Liliopsida"
"Morelia bredli",NA
"Odontosida magnifica",NA
"Monopeltis schoutedeni","Reptilia"
"Cynorkis graminea",NA
"Sebaea marlothii","Magnoliopsida"
"Erica paludicola","Magnoliopsida"
"Astartea laricifolia","Magnoliopsida"
"Anilios ligatus",NA
"Hesperantha saxicola","Liliopsida"
"Acraea masamba",NA
"Cyligramma joa",NA
"Pseudoselago outeniquensis","Magnoliopsida"
"Ctenomeristis paucicornuti","Insecta"
"Eremophila calorhabdos",NA
"Micromyrtus sessilis",NA
"Thoracolopha pissonephra",NA
"Bulbophyllum perpusillum",NA
"Beccariella xerocarpa","Magnoliopsida"
"Myriostoma capillisporum",NA
"Trametes cingulata",NA
"Helicia australasica","Magnoliopsida"
"Macaranga polyadenia","Magnoliopsida"
"Chrysocraspeda comptaria",NA
"Geissorhiza bolusii","Liliopsida"
"Scopula liotis",NA
"Pomponatius luridus","Insecta"
"Acmadenia trigona",NA
"Microvelia bourbonensis",NA
"Senecio viminalis","Magnoliopsida"
"Arecophaga varia","Insecta"
"Hapaloteucha polemistis","Insecta"
"Homalanthus novoguineensis","Magnoliopsida"
"Hypsidia robinsoni","Insecta"
"Ficus copiosa","Magnoliopsida"
"Chlaenius flavoscriptus","Insecta"
"Pararaneus spectator",NA
"Menemerus bifurcus",NA
"Pararaneus cyrtoscapus",NA
"Boronia heterophylla",NA
"Eusparassus borakalalo",NA
"Potamogeton drummondii",NA
"Stylidium glandulosissimum",NA
"Evippomma plumipes",NA
"Brachychiton chillagoensis",NA
"Leptocarpus tenax","Liliopsida"
"Andersonia involucrata","Magnoliopsida"
"Thelymitra aemula","Liliopsida"
"Thelymitra malvina","Liliopsida"
"Thomasia paniculata","Magnoliopsida"
"Streptocarpus formosus","Magnoliopsida"
"Pachyrhamma cavernae","Insecta"
"Mimocrossotus rhodesianus","Insecta"
"Caladenia cracens","Liliopsida"
"Gratiola pubescens","Magnoliopsida"
"Heteropsis maeva",NA
"Alectryon pubescens","Magnoliopsida"
"Rhodamnia dumicola","Magnoliopsida"
"Euchiton collinus",NA
"Eudocima boseae",NA
"Mnesarchella fusilella","Insecta"
"Goodenia elongata",NA
"Melaleuca irbyana",NA
"Eulimnia milleri","Insecta"
"Vexillum lautum",NA
"Luria tessellata","Gastropoda"
"Antisabia foliaceus",NA
"Parvimolge townsendi",NA
"Ochraethes tulensis","Insecta"
"Neodonus piperatus",NA
"Chauliognathus sodalis","Insecta"
"Sclerocarpus papposus",NA
"Tagetes lacera",NA
"Lytta cardinalis","Insecta"
"Bombax mexicanum",NA
"Phanaeus amethystinus",NA
"Chascolytrum subaristatum","Liliopsida"
"Heterocrypta macrobrachia",NA
"Cycloxanthops vittatus",NA
"Supralathosea obtusa",NA
"Melanoplus regalis",NA
"Iva texensis",NA
"Oistus edmonstoni","Insecta"
"Fomitiporia deserticola","Agaricomycetes"
"Antiphytum heliotropioides",NA
"Cyphomeris crassifolia",NA
"Salvia coulteri","Magnoliopsida"
"Senecio carnerensis",NA
"Stamnodes mendocinoensis","Insecta"
"Cuscuta tuberculata","Magnoliopsida"
"Aristida curtissii",NA
"Cyperus refractus",NA
"Heterotextus luteus","Dacrymycetes"
"Rostrolaetilia placidissima","Insecta"
"Erpetogomphus bothrops",NA
"Tabanus zythicolor","Insecta"
"Philobdella gracilis",NA
"Pelegrina arizonensis","Arachnida"
"Ataxia alboscutellata",NA
"Elaphidion conspersum","Insecta"
"Geophis nephodrymus",NA
"Bolitoglossa diaphora",NA
"Duellmanohyla soralia",NA
"Magnolia dixonii",NA
"Malpighia infestissima",NA
"Periga occidentalis",NA
"Mesoscia guttifascia",NA
"Iridopsis aviceps",NA
"Catasticta ferra",NA
"Apatelodes nina","Insecta"
"Macroscepis pleistantha","Magnoliopsida"
"Anolis morazani",NA
"Epidendrum incomptum",NA
"Anolis loveridgei",NA
"Anolis yoroensis",NA
"Anolis cusuco",NA
"Chlamisus kermes",NA
"Conognatha lebasii",NA
"Hadria maldonadoi",NA
"Tricentra percrocea",NA
"Hymenomima semialba",NA
"Antiblemma subrutilans",NA
"Munatia punctata",NA
"Bolitoglossa dunni",NA
"Manettia reclinata","Magnoliopsida"
"Inga pavoniana",NA
"Inga pinetorum",NA
"Melipona fallax","Insecta"
"Grallaricula ferrugineipectus","Aves"
"Marsdenia xerohylica",NA
"Bourreria exsucca",NA
"Cayaponia glandulosa",NA
"Bolitoglossa lignicolor",NA
"Baeacris talamancensis",NA
"Meliwillea bivea",NA
"Vachellia cookii",NA
"Lithobates vibicarius",NA
"Pleurotus floridanus","Agaricomycetes"
"Liatris quadriflora","Magnoliopsida"
"Elimia annae","Gastropoda"
"Platygramme caesiopruinosa",NA
"Bathelium carolinianum",NA
"Trialeurodes abutiloneus","Insecta"
"Cercyon mendax","Insecta"
"Amara pennsylvanica","Insecta"
"Stigmella corylifoliella","Insecta"
"Pterodroma feae","Aves"
"Columba trocaz","Aves"
"Lasiocampa serrula",NA
"Antirrhinum charidemi",NA
"Galatella aragonensis",NA
"Saxifraga umbrosa",NA
"Hymenostylium recurvirostrum","Bryopsida"
"Rubus rubritinctus",NA
"Rubus incurvatus",NA
"Impatiens omeiana","Magnoliopsida"
"Rubus angloserpens",NA
"Tomentypnum falcifolium","Bryopsida"
"Ranunculus allenii",NA
"Hygrocybe parvula","Agaricomycetes"
"Oxynoemacheilus insignis",NA
"Orobanche santolinae","Magnoliopsida"
"Moltkia suffruticosa","Magnoliopsida"
"Centaurea arrigonii","Magnoliopsida"
"Allium ochroleucum","Liliopsida"
"Cypa decolor","Insecta"
"Salma philiasalis",NA
"Garudinistis cumcuneusa",NA
"Triorbis aureovitta","Insecta"
"Risoba repugnans","Insecta"
"Parasinna diehli","Insecta"
"Manoba tesselata",NA
"Dyrzela increnulata","Insecta"
"Callyna siderea","Insecta"
"Nygmia chirunda",NA
"Acraea niobe",NA
"Medama megerata","Insecta"
"Calliteara strigata",NA
"Setora cupreiplaga","Insecta"
"Meromyza saltatrix",NA
"Leuctra fusca","Insecta"
"Phyllactinia carpini","Leotiomycetes"
"Psilopa nitidula","Insecta"
"Cychramus variegatus","Insecta"
"Canarina eminii",NA
"Serinus nigriceps","Aves"
"Vanellus melanocephalus","Aves"
"Onygena corvina","Eurotiomycetes"
"Haliotis mykonosensis",NA
"Mollisia amenticola",NA
"Nassarius pullus","Gastropoda"
"Myriolimon diffusum",NA
"Drupella cornus",NA
"Mendrausus pauxillus",NA
"Haaniella grayii",NA
"Rumex roseus",NA
"Chrysis tripotini","Insecta"
"Myriolimon ferulaceum",NA
"Galium spurium-aparine","Magnoliopsida"
"Prorocentrum triestinum",NA
"Rougetius rougetii","Aves"
"Melica amethystina","Liliopsida"
"Neosuthora davidiana","Aves"
"Luciobarbus graecus",NA
"Squalius pamvoticus",NA
"Rhaphidura leucopygialis","Aves"
"Salmo peristericus",NA
"Telestes pleurobipunctatus",NA
"Trochiscanthes nodiflorus","Magnoliopsida"
"Romanogobio elimeius",NA
"Luciobarbus albanicus",NA
"Aceria iteina",NA
"Arisaema concinnum",NA
"Sorbus microphylla","Magnoliopsida"
"Callirhipis onoi","Insecta"
"Salticella fasciata","Insecta"
"Mycena alba","Agaricomycetes"
"Stictoptera semialba","Insecta"
"Stictoptera ferrifera","Insecta"
"Lophoptera phaeobasis",NA
"Ugia eugrapha","Insecta"
"Thyas javanica",NA
"Rivula leuconephra",NA
"Pantura rufifrons","Insecta"
"Ophisma pallescens",NA
"Hyperlopha discontenta",NA
"Hepsidera lignea","Insecta"
"Ericeia korintjiensis",NA
"Cultripalpa lunulifera","Insecta"
"Corcobara angulipennis","Insecta"
"Catocala macula","Insecta"
"Asta quadrilinea","Insecta"
"Spilosoma groganae","Insecta"
"Nishada impervia",NA
"Macrobrochis staudingeri","Insecta"
"Eugoa trifascia","Insecta"
"Ammatho syntypica",NA
"Barsaurea phaeoxanthia",NA
"Amerila omissa","Insecta"
"Adites trusmadi",NA
"Talanga eurytusalis",NA
"Pycnarmon glaucias","Insecta"
"Imperatoria ostruthium","Magnoliopsida"
"Psyrana japonica",NA
"Dichocrocis xuthusalis","Insecta"
"Hypoxylon vogesiacum",NA
"Bergaris lutescens",NA
"Saroba maculicosta",NA
"Lophoruza vacillatrix","Insecta"
"Eugnathia albicostalis","Insecta"
"Eublemma trusmadi","Insecta"
"Diomea eupsema",NA
"Cerynea igniaria","Insecta"
"Attonda adspersa","Insecta"
"Armana nigraericta","Insecta"
"Asota contorta","Insecta"
"Orybina kobesi",NA
"Snellenita divaricata",NA
"Pseudohoplitis vernalis",NA
"Gargetta hampsoni",NA
"Meganola ascripta","Insecta"
"Mudaria tayi",NA
"Panorpa rufostigma","Insecta"
"Artaxa nubilosa",NA
"Naarda kinabaluensis",NA
"Sypnoides infernalis",NA
"Chrysograpta igneola","Insecta"
"Goniophila niphosticha",NA
"Bulbophyllum taiwanense",NA
"Scaptesyle aurigena",NA
"Nyctemera muelleri","Insecta"
"Eugoa tessellata",NA
"Byrsia aurantiaca","Insecta"
"Adites vagilinea",NA
"Spectroreta hyalodisca",NA
"Pagyda calida",NA
"Hyalinarcha hyalina","Insecta"
"Caduca phronimus",NA
"Mecodina violacea",NA
"Mycena capillaris",NA
"Ommatotriton nesterovi","Amphibia"
"Stemonocera cervicornis",NA
"Chrysodema doriana",NA
"Amrasca biguttula","Insecta"
"Idaea litigiosaria",NA
"Cyanochen cyanoptera",NA
"Eulophia spectabilis","Liliopsida"
"Shorea parvifolia","Magnoliopsida"
"Pternandra coerulescens","Magnoliopsida"
"Ficus annulata","Magnoliopsida"
"Eurymerus eburioides",NA
"Stizophyllum inaequilaterum",NA
"Tibouchina sellowiana",NA
"Scinax crospedospilus",NA
"Haplostegus luteolus",NA
"Asphaera corusca",NA
"Coptocycla dolosa",NA
"Alopoglossus buckleyi",NA
"Trechaleoides biocellata",NA
"Grazielia intermedia",NA
"Percolaspis hypoxantha",NA
"Brassavola tuberculata","Liliopsida"
"Tabernaemontana hystrix","Magnoliopsida"
"Pteroplatus pulcher",NA
"Corydoras virginiae",NA
"Corydoras orcesi",NA
"Callichroma auricomum","Insecta"
"Lamontichthys filamentosus",NA
"Monocirrhus polyacanthus",NA
"Corydoras pastazensis",NA
"Otocinclus cocama",NA
"Omalonyx matheroni","Gastropoda"
"Acledra bonariensis",NA
"Agathomerus flavomaculatus",NA
"Phoradendron ensifolium",NA
"Gounellea bruchi",NA
"Terenthina terentia",NA
"Colaspis suggona",NA
"Naupactus tremolerasi",NA
"Phaops vestalis",NA
"Naupactus curtus","Insecta"
"Pelidnota xanthospila",NA
"Leucothyreus suturalis",NA
"Cyclocephala perforata",NA
"Heterocrepidius rufus",NA
"Edessa helix",NA
"Guyalna viridifemur",NA
"Brontostoma rubrum",NA
"Tachytes coloratus",NA
"Pseudomyrmex flavidulus",NA
"Jorunna hartleyi","Gastropoda"
"Acauloplacella incisa",NA
"Gynoplistia subfasciata","Insecta"
"Quoya loxocarpa",NA
"Najas pectinata",NA
"Erica nivea","Magnoliopsida"
"Garreta caffer",NA
"Eucalyptus sieberi",NA
"Ficus scobina",NA
"Marsilea vera",NA
"Barleria decaryi","Magnoliopsida"
"Alluaudiopsis marnieriana","Magnoliopsida"
"Estrilda rhodopyga","Aves"
"Jasminum breviflorum",NA
"Asparagus divaricatus","Liliopsida"
"Thorunna africana",NA
"Goniobranchus lekker",NA
"Crassula cremnophila","Magnoliopsida"
"Dendrobium bracteosum",NA
"Trithemis monardi",NA
"Acrotome inflata","Magnoliopsida"
"Pseudagrion helenae",NA
"Sterna virgata","Aves"
"Phalacrocorax verrucosus",NA
"Anas eatoni","Aves"
"Limnaecia leptomeris","Insecta"
"Pentacosmia conferta","Insecta"
"Anthocleista longifolia",NA
"Oldenlandia goreensis","Magnoliopsida"
"Xylorycta argentella","Insecta"
"Banksia foliosissima",NA
"Melaleuca cinerea",NA
"Verticordia chrysantha","Magnoliopsida"
"Dampiera obliqua",NA
"Hibbertia hibbertioides",NA
"Isopogon crithmifolius",NA
"Bulbine semibarbata","Liliopsida"
"Eulophia ibityensis","Liliopsida"
"Angraecum rhynchoglossum",NA
"Scaevola restiacea","Magnoliopsida"
"Acacia acutata","Magnoliopsida"
"Euphorbia quartziticola","Magnoliopsida"
"Tetradenia fruticosa",NA
"Myrothamnus moschatus","Magnoliopsida"
"Cyrioides australis","Insecta"
"Eremophila biserrata","Magnoliopsida"
"Aphylum syntheticum",NA
"Eremophila ionantha","Magnoliopsida"
"Banksia squarrosa",NA
"Uapaca densifolia","Magnoliopsida"
"Telomantis lamperti",NA
"Leptolaena multiflora","Magnoliopsida"
"Daviesia longifolia","Magnoliopsida"
"Ravenea madagascariensis","Liliopsida"
"Durandea jenkinsii",NA
"Copromorpha phaeosticta","Insecta"
"Drosera hyperostigma",NA
"Dampiera sacculata","Magnoliopsida"
"Pterostylis saxosa",NA
"Diospyros hebecarpa","Magnoliopsida"
"Caladenia chapmanii",NA
"Eugoa vagigutta",NA
"Comesperma spinosum","Magnoliopsida"
"Dendrolycosa lepida",NA
"Pterostylis sargentii",NA
"Pachycnema marginella","Insecta"
"Cyclophora intermixtaria",NA
"Corymica vesicularia",NA
"Asura fulguritis",NA
"Hoggicosa natashae",NA
"Selenocosmia stirlingi",NA
"Olax benthamiana",NA
"Caladenia granitora",NA
"Kniphofia coddiana",NA
"Myrmecia arnoldi",NA
"Nucras taeniolata",NA
"Loberus depressus","Insecta"
"Gynoplistia pedestris","Insecta"
"Meterana coeleno","Insecta"
"Eucalyptus banksii",NA
"Habrophylla euryzona",NA
"Solanum coactiliferum",NA
"Santalum spicatum","Magnoliopsida"
"Bullina nobilis",NA
"Leptospermum trinervium","Magnoliopsida"
"Allocasuarina rupicola","Magnoliopsida"
"Catoria tamsi",NA
"Drosera sulphurea",NA
"Calochilus uliginosus",NA
"Ctenochiton paraviridis","Insecta"
"Nisyrus spinulosus",NA
"Emoia concolor",NA
"Rafflesia gadutensis",NA
"Asterolasia correifolia",NA
"Endophthora omogramma","Insecta"
"Rothia micropales",NA
"Heteropsis iboina",NA
"Margovula marginata","Gastropoda"
"Heteropsis strato",NA
"Ardozyga scytina","Insecta"
"Leptotes rabefaner","Insecta"
"Myopsalta mackinlayi","Insecta"
"Phenacovolva nectarea",NA
"Cuspivolva howlandae","Gastropoda"
"Dendrobium pugioniforme",NA
"Lacinipolia triplehorni",NA
"Townsendia fendleri",NA
"Zygnema stellinum",NA
"Rana muscosa",NA
"Ayenia peninsularis",NA
"Diospyros californica",NA
"Bursera filicifolia",NA
"Bothriochloa longipaniculata",NA
"Ochrimnus lineoloides",NA
"Adelphicos visoninum",NA
"Acarospora stapfiana",NA
"Crataegus minor","Magnoliopsida"
"Crataegus ouachitensis",NA
"Lacinipolia consimilis",NA
"Blapstinus substriatus","Insecta"
"Rhantus pacificus","Insecta"
"Dalquestia rothorum",NA
"Senna galeottiana",NA
"Enoclerus tigris","Insecta"
"Dicranum speirophyllum","Bryopsida"
"Elaphoglossum wawrae","Polypodiopsida"
"Typhula erythropus","Agaricomycetes"
"Bungalotis erythus",NA
"Hemiceras plana",NA
"Bunchosia nitida",NA
"Pouteria spicata","Magnoliopsida"
"Chelymorpha alternans","Insecta"
"Micrathena bicolor","Arachnida"
"Triommatodes angulata",NA
"Megalopyge tharops","Insecta"
"Bolitoglossa nympha",NA
"Duellmanohyla salvavida",NA
"Atractus sanguineus","Reptilia"
"Dioon mejiae","Cycadopsida"
"Zygia cognata",NA
"Mimosa tarda",NA
"Apodrosus argentatus",NA
"Ormetica sypilus","Insecta"
"Robinsonia praphaea",NA
"Trivia quadripunctata",NA
"Pachnoda interrupta","Insecta"
"Manda nearctica",NA
